Phrase,Positive,Negative,Strong,Power,Sentiment
juror,0,0,1,1,2
jury,0,0,1,1,2
just,0,0,0,0,2
just,0,0,0,0,2
just,1,0,0,0,3
just,1,0,0,0,3
justice,1,0,0,1,4
justifiable,0,0,0,0,2
justifiably,1,0,0,0,3
justification,1,0,0,0,3
justify,1,0,0,0,3
juvenile,0,0,0,0,2
kansas,0,0,0,0,2
keel,0,0,0,0,2
keen,1,0,1,0,4
keep,0,0,0,0,2
keep,0,0,1,1,2
keep,0,0,0,0,2
keep,0,0,1,0,2
keep,0,0,1,0,2
keep,0,0,0,0,2
keep,0,0,0,0,2
keep,0,0,0,0,2
keeper,0,0,1,1,2
kentucky,0,0,0,0,2
kenya,0,0,0,0,2
kept,0,0,0,0,2
key,0,0,0,0,2
keyboard,0,0,0,0,2
kick,0,1,1,0,0
kick,0,0,1,0,2
kick,0,1,1,0,0
kick,0,1,1,0,0
kid,0,0,0,0,2
kid,1,0,0,0,3
kidnap,0,1,0,0,1
kidney,0,0,0,0,2
kill,0,1,1,0,0
kill,0,1,1,0,0
killer,0,1,1,0,0
kilometer,0,0,0,0,2
kilometre,0,0,0,0,2
kin,0,0,0,0,2
kind,0,0,0,0,2
kind,1,0,0,0,3
kind,0,0,0,0,2
kind,0,0,0,0,2
kind,1,0,0,0,3
kindle,0,0,0,0,2
kindness,1,0,0,0,3
kindred,0,0,0,0,2
king,0,0,1,1,2
kingdom,0,0,0,0,2
kiss,1,0,0,0,3
kiss,1,0,0,0,3
kitchen,0,0,0,0,2
kitten,0,0,0,0,2
knee,0,0,0,0,2
kneel,0,0,0,0,2
knelt,0,0,0,0,2
knew,0,0,0,0,2
knife,0,0,0,0,2
knife,0,1,1,0,0
knit,0,0,0,0,2
knives,0,0,0,0,2
knock,0,1,1,0,0
knock,0,1,1,0,0
knock,0,1,1,0,0
knock,0,0,0,0,2
knocker,0,0,0,0,2
know,0,0,0,0,2
know,0,0,0,0,2
know,1,0,0,0,3
know,1,0,0,0,3
knowhow,0,0,0,0,2
knowledge,1,0,1,0,4
known,0,0,0,0,2
known,0,0,0,0,2
korea,0,0,0,0,2
korean,0,0,0,0,2
kremlin,0,0,0,0,2
kuwait,0,0,0,0,2
lab,0,0,0,0,2
label,0,0,0,0,2
label,0,0,0,0,2
labor,0,0,1,0,2
labor,0,0,0,0,2
labor,0,0,1,0,2
labor,0,0,1,0,2
laboratory,0,0,0,0,2
laborer,0,0,0,0,2
labour,0,0,0,0,2
labourer,0,0,0,0,2
lack,0,1,0,0,1
lack,0,1,0,0,1
lack,0,1,0,0,1
lad,0,0,0,0,2
ladder,0,0,0,0,2
lady,0,0,0,0,2
lag,0,1,0,0,1
laid,0,0,0,0,2
laid,0,1,0,1,0
lain,0,0,0,0,2
lake,0,0,0,0,2
lamb,0,0,0,0,2
lame,0,1,0,0,1
lament,0,1,0,0,1
lamentable,0,1,0,0,1
land,0,0,0,0,2
land,0,0,0,0,2
land,0,0,0,0,2
landlord,0,0,1,1,2
landmark,0,0,0,0,2
landscape,0,0,0,0,2
lane,0,0,0,0,2
language,0,0,0,0,2
languish,0,1,0,0,1
laos,0,0,0,0,2
lapse,0,1,0,0,1
large,0,0,1,0,2
large,0,0,1,0,2
large,0,0,1,0,2
large,0,0,0,0,2
large,0,0,0,0,2
largescale,0,0,0,0,2
last,0,0,0,0,2
last,0,0,0,0,2
last,0,0,0,0,2
last,0,0,1,0,2
last,0,0,1,0,2
late,0,0,0,0,2
late,0,0,0,0,2
late,0,0,0,0,2
late,0,0,0,0,2
late,0,0,0,0,2
late,0,0,0,0,2
latent,0,0,0,0,2
latin,0,0,0,0,2
latter,0,0,0,0,2
latter,0,0,0,0,2
laudable,1,0,0,0,3
laugh,1,0,0,0,3
laugh,1,0,0,0,3
laugh,0,1,0,0,1
laugh,0,0,0,0,2
laugh,1,0,0,0,3
laugh,1,0,0,0,3
laughter,1,0,0,0,3
launch,0,0,1,0,2
lavatory,0,0,0,0,2
lavish,1,0,0,0,3
law,1,0,0,0,3
lawful,1,0,0,0,3
lawless,0,1,0,0,1
lawn,0,0,0,0,2
lawyer,0,0,0,0,2
lay,0,0,0,0,2
lay,0,0,0,0,2
lay,0,1,1,1,0
lay,0,0,0,0,2
layer,0,0,0,0,2
lazily,0,1,0,0,1
lazy,0,1,0,0,1
lead,0,0,1,1,2
lead,0,0,0,0,2
lead,0,0,1,0,2
lead,1,0,1,0,4
lead,0,0,0,0,2
lead,0,0,0,0,2
leader,0,0,1,1,2
leadership,0,0,1,1,2
leaf,0,0,0,0,2
league,0,0,1,0,2
league,0,0,1,0,2
league,0,0,0,0,2
leagueofnations,0,0,0,0,2
leak,0,1,0,0,1
leakage,0,1,0,0,1
lean,0,0,0,0,2
lean,0,0,0,0,2
lean,0,0,0,0,2
lean,0,0,0,0,2
leap,0,0,0,0,2
leap,0,0,0,0,2
learn,0,0,0,0,2
learn,1,0,0,0,3
learn,1,0,0,0,3
learner,1,0,0,0,3
least,0,0,0,0,2
least,0,0,0,0,2
least,0,0,0,0,2
least,0,0,0,0,2
leather,0,0,0,0,2
leave,0,0,0,0,2
leave,0,0,0,0,2
leave,0,0,0,0,2
leave,0,0,0,1,2
lebanon,0,0,0,0,2
lecture,0,0,0,0,2
lecture,0,0,0,0,2
led,0,0,0,0,2
ledge,0,0,0,0,2
ledger,0,0,0,0,2
left,0,0,0,0,2
left,0,0,0,0,2
left,0,0,0,0,2
left,0,0,0,0,2
left,0,0,0,0,2
leg,0,0,0,0,2
legal,1,0,0,0,3
legend,0,0,0,0,2
legion,0,0,0,0,2
legion,0,0,1,0,2
legislation,0,0,1,1,2
legislative,0,0,1,1,2
legislator,0,0,1,1,2
legislature,0,0,0,0,2
legitimacy,1,0,0,0,3
legitimate,1,0,0,0,3
leisure,1,0,0,0,3
lemon,0,0,0,0,2
lemonade,0,0,0,0,2
lend,0,0,0,0,2
length,0,0,0,0,2
length,0,0,0,0,2
length,0,0,1,0,2
lengthy,0,0,0,0,2
leninism,0,0,0,0,2
lent,0,0,0,0,2
less,0,0,0,0,2
less,0,0,0,0,2
less,0,0,0,0,2
less,0,0,0,0,2
lessen,0,0,0,0,2
lesson,0,0,0,0,2
lest,0,0,0,0,2
let,0,0,1,1,2
let,0,0,0,1,2
let,0,1,0,0,1
let,0,0,0,0,2
lets,0,0,0,0,2
letter,0,0,0,0,2
letter,0,0,0,0,2
letter,0,0,0,0,2
letter,0,0,0,0,2
letter,0,0,0,0,2
level,0,0,0,0,2
level,0,0,1,0,2
level,0,0,0,0,2
liability,0,1,0,0,1
liable,0,1,0,0,1
liar,0,1,0,0,1
liberal,0,0,0,0,2
liberal,1,0,0,0,3
liberal,1,0,0,0,3
liberalism,1,0,0,0,3
liberality,0,0,0,0,2
liberalize,0,0,0,0,2
liberate,1,0,0,1,4
liberation,0,0,1,1,2
liberia,0,0,0,0,2
liberty,1,0,0,1,4
library,0,0,0,0,2
libya,0,0,0,0,2
license,0,0,0,0,2
lick,0,0,0,0,2
lie,0,0,0,0,2
lie,0,1,0,0,1
lie,0,1,0,0,1
lieutenant,0,0,1,1,2
life,0,0,0,0,2
lifeless,0,1,0,0,1
lifelong,1,0,0,0,3
lifetime,0,0,0,0,2
lift,0,0,1,0,2
light,1,0,0,0,3
light,0,0,0,0,2
light,1,0,0,0,3
light,0,0,0,0,2
light,0,0,0,0,2
light,0,0,0,0,2
light,0,0,0,0,2
light,0,0,0,0,2
lighten,0,0,0,0,2
lightning,0,0,1,0,2
lignite,0,0,0,0,2
likable,1,0,0,0,3
like,0,0,0,0,2
like,1,0,0,0,3
like,1,0,0,0,3
likelihood,0,0,0,0,2
likeliness,0,0,0,0,2
likely,0,0,0,0,2
likely,0,0,0,0,2
likewise,0,0,0,0,2
limb,0,0,0,0,2
limit,0,0,0,0,2
limit,0,1,1,0,0
limit,0,1,0,0,1
limit,0,1,0,1,0
limitation,0,1,0,0,1
limitless,0,0,1,0,2
limousine,0,0,0,0,2
limp,0,1,0,0,1
line,0,0,0,0,2
line,0,0,0,0,2
line,0,0,0,0,2
linguist,0,0,0,0,2
link,0,0,0,0,2
link,0,0,0,0,2
lion,0,0,1,0,2
lioness,0,0,1,0,2
lip,0,0,0,0,2
liquid,0,0,0,0,2
liquidate,0,1,1,0,0
liquidation,0,1,1,0,0
liquor,0,0,0,0,2
list,0,0,0,0,2
list,0,0,0,0,2
listen,0,0,0,0,2
listener,0,0,0,0,2
lit,0,0,0,0,2
literal,0,0,0,0,2
literally,0,0,0,0,2
literalness,0,0,0,0,2
literary,0,0,0,0,2
literature,0,0,0,0,2
litigant,0,0,0,0,2
litigation,0,0,0,0,2
litter,0,1,0,0,1
little,0,0,0,0,2
live,0,0,1,0,2
live,0,0,0,0,2
live,0,0,1,0,2
live,0,0,0,0,2
live,0,0,0,0,2
live,1,0,1,0,4
livelihood,0,0,0,0,2
lively,1,0,1,0,4
liver,0,0,0,0,2
livery,0,0,0,0,2
livestock,0,0,0,0,2
load,0,0,0,0,2
load,0,0,1,0,2
load,0,1,0,0,1
load,0,0,1,0,2
load,0,0,0,0,2
load,0,0,0,0,2
loan,0,0,0,0,2
loan,0,0,0,0,2
lobby,0,0,0,0,2
local,0,0,0,0,2
locale,0,0,0,0,2
locate,0,0,0,0,2
location,0,0,0,0,2
lock,0,0,1,0,2
lock,0,0,0,0,2
lodge,0,0,0,0,2
log,0,0,0,0,2
logic,1,0,0,0,3
logical,1,0,0,0,3
london,0,0,0,0,2
lone,0,1,0,0,1
lone,0,0,0,0,2
loneliness,0,1,0,0,1
lonely,0,1,0,0,1
loner,0,1,0,0,1
lonesome,0,1,0,0,1
long,0,0,1,0,2
long,0,0,0,0,2
long,0,0,0,0,2
long,0,0,0,0,2
long,0,0,0,0,2
long,0,0,0,0,2
long,0,0,0,0,2
long,0,0,0,0,2
longrange,0,0,0,0,2
longstanding,0,0,0,0,2
longterm,0,0,0,0,2
longevity,1,0,1,0,4
look,0,0,0,0,2
look,0,0,0,0,2
look,0,0,0,0,2
look,0,0,0,0,2
look,0,0,0,0,2
look,0,0,0,0,2
look,0,0,0,0,2
look,0,0,0,0,2
look,0,0,0,0,2
look,0,0,0,0,2
look,0,0,1,1,2
loom,0,1,0,0,1
loop,0,0,0,0,2
loose,0,0,0,0,2
looseness,0,0,0,0,2
lord,0,0,0,1,2
lose,0,1,0,0,1
lose,0,1,0,0,1
lose,0,0,0,0,2
loser,0,1,0,0,1
loss,0,1,0,0,1
lost,0,1,0,0,1
lost,0,1,0,0,1
lost,0,1,0,0,1
lost,0,1,0,0,1
lost,0,0,0,0,2
lot,0,0,1,0,2
lot,0,0,1,0,2
lot,0,0,0,0,2
lot,0,0,0,0,2
lot,0,0,0,0,2
loud,0,0,1,0,2
loud,0,0,1,0,2
loud,0,0,1,0,2
loud,0,0,1,0,2
loud,0,0,1,0,2
louisiana,0,0,0,0,2
love,1,0,0,0,3
love,1,0,0,0,3
love,1,0,0,0,3
love,1,0,0,0,3
love,0,0,1,0,2
love,0,0,0,0,2
love,0,0,0,0,2
loveless,0,1,0,0,1
loveliness,1,0,0,0,3
lovely,1,0,0,0,3
lover,1,0,0,0,3
lover,1,0,0,0,3
low,0,1,0,0,1
low,0,1,0,0,1
lowcost,0,0,0,0,2
lowincome,0,0,0,0,2
lower,0,1,0,0,1
lower,0,0,1,0,2
lower,0,0,0,0,2
lowly,0,1,0,0,1
loyal,1,0,0,0,3
loyalty,1,0,0,0,3
lucid,1,0,0,0,3
luck,1,0,1,0,4
luckily,1,0,0,0,3
lucky,1,0,0,0,3
lucrative,1,0,0,0,3
ludicrous,0,1,0,0,1
luggage,0,0,0,0,2
lull,0,1,0,0,1
luminous,1,0,0,0,3
lunatic,0,1,0,0,1
lunch,0,0,0,0,2
luncheon,0,0,0,0,2
lung,0,0,0,0,2
lure,0,1,0,0,1
lurk,0,1,0,0,1
lust,1,0,0,0,3
luster,1,0,0,0,3
lustrous,1,0,0,0,3
luxemberg,0,0,0,0,2
luxuriant,1,0,0,0,3
luxurious,1,0,0,0,3
luxury,1,0,0,0,3
lying,0,0,0,0,2
lying,0,1,0,0,1
lying,0,1,0,0,1
lyric,1,0,0,0,3
lyrical,1,0,0,0,3
ma,0,0,0,0,2
machine,0,0,0,0,2
machinery,0,0,0,0,2
mad,0,1,0,0,1
mad,0,1,0,0,1
mad,0,0,0,0,2
madagascar,0,0,0,0,2
madame,0,0,0,0,2
made,0,0,0,0,2
madman,0,1,0,0,1
madness,0,1,0,0,1
magazine,0,0,0,0,2
magic,0,0,0,0,2
magical,1,0,0,0,3
magician,0,0,0,0,2
magnetic,1,0,0,0,3
magnificence,1,0,0,0,3
magnificent,1,0,1,0,4
magnify,0,0,1,0,2
magnitude,0,0,1,0,2
mahogany,0,0,0,0,2
maid,0,0,0,0,2
maiden,0,0,0,0,2
mail,0,0,0,0,2
mail,0,0,0,0,2
main,1,0,1,0,4
main,0,0,1,0,2
maine,0,0,0,0,2
mainland,0,0,0,0,2
maintain,0,0,1,0,2
maintain,0,0,1,1,2
maintenance,0,0,0,0,2
majestic,1,0,0,0,3
majesty,1,0,0,0,3
major,1,0,1,0,4
major,0,0,0,0,2
major,0,0,0,0,2
majority,0,0,1,1,2
make,0,0,1,0,2
make,0,1,1,1,0
make,0,0,1,0,2
make,0,0,0,0,2
make,0,0,0,0,2
make,1,0,0,0,3
make,1,0,0,0,3
make,0,0,1,0,2
make,0,0,0,0,2
make,0,0,0,0,2
make,0,0,0,0,2
make,0,0,0,0,2
make,0,0,0,0,2
make,0,0,0,0,2
make,0,0,0,0,2
make,0,0,0,0,2
maker,0,0,0,0,2
maladjusted,0,1,0,0,1
maladjustment,0,1,0,0,1
malady,0,1,0,0,1
malaya,0,0,0,0,2
malaysia,0,0,0,0,2
male,0,0,0,0,2
mali,0,0,0,0,2
malice,0,1,0,0,1
malicious,0,1,0,0,1
malignant,0,1,0,0,1
malta,0,0,0,0,2
mama,0,0,0,0,2
man,0,0,0,0,2
man,0,0,0,0,2
man,0,0,0,0,2
manage,0,0,1,1,2
manage,0,0,1,0,2
manage,0,0,1,1,2
manageable,1,0,1,0,4
management,0,0,1,1,2
manager,0,0,1,1,2
managerial,0,0,1,1,2
manchester,0,0,0,0,2
maneuver,0,0,1,0,2
mangle,0,1,0,0,1
manifest,0,0,0,0,2
manifest,0,0,0,0,2
manifestation,0,0,0,0,2
manipulate,0,1,1,1,0
manipulation,0,1,0,0,1
mankind,0,0,0,0,2
manly,1,0,1,0,4
manner,0,0,0,0,2
manner,0,0,0,0,2
manner,0,0,0,0,2
manner,0,0,0,0,2
manoeuvre,0,0,0,0,2
manpower,0,0,1,0,2
mansion,0,0,0,0,2
manslaughter,0,1,0,0,1
mantle,0,0,0,0,2
manufacture,0,0,1,0,2
manufacturer,0,0,1,0,2
manure,0,0,0,0,2
many,0,0,1,0,2
many,0,0,1,0,2
map,0,0,0,0,2
maple,0,0,0,0,2
mar,0,1,1,0,0
mar,0,1,1,0,0
marble,0,0,0,0,2
march,0,0,0,0,2
march,0,0,1,0,2
march,0,0,1,0,2
marcher,0,0,1,0,2
mare,0,0,0,0,2
marginal,0,1,0,0,1
marine,0,0,0,0,2
marine,0,0,0,0,2
marital,1,0,0,0,3
maritime,0,0,0,0,2
mark,0,0,0,0,2
mark,0,0,1,0,2
mark,0,0,0,0,2
mark,0,0,0,0,2
mark,0,0,0,0,2
marker,0,0,0,0,2
market,0,0,0,0,2
market,0,0,0,0,2
market,0,0,0,0,2
marksman,0,0,0,0,2
marriage,1,0,0,0,3
marrow,0,0,0,0,2
marry,1,0,0,0,3
marry,1,0,0,0,3
marsh,0,0,0,0,2
marshall,0,0,0,1,2
marshallplan,0,0,0,0,2
marvel,1,0,0,0,3
marvelous,1,0,0,0,3
marxism,0,0,0,0,2
maryland,0,0,0,0,2
masculine,0,0,1,0,2
mass,0,0,1,0,2
mass,0,0,1,0,2
mass,0,0,1,0,2
mass,0,0,0,0,2
massachusetts,0,0,0,0,2
massacre,0,1,0,0,1
masses,0,0,0,0,2
massive,0,0,1,0,2
mast,0,0,0,0,2
master,0,0,1,1,2
master,0,0,1,1,2
masterful,1,0,1,1,4
mastery,1,0,1,0,4
mat,0,0,0,0,2
match,0,0,1,0,2
match,0,0,1,0,2
matchless,1,0,0,0,3
mate,1,0,0,0,3
mate,1,0,0,0,3
material,0,0,0,0,2
material,0,0,0,0,2
material,0,0,1,0,2
maternal,0,0,0,0,2
maternity,0,0,0,0,2
math,0,0,0,0,2
mathematical,0,0,0,0,2
mathematics,0,0,0,0,2
matriculate,0,0,0,0,2
matter,0,0,0,0,2
matter,0,0,0,0,2
matter,0,0,0,0,2
matter,1,0,1,0,4
matter,0,1,0,0,1
matter,0,0,0,0,2
matter,0,0,0,0,2
mature,1,0,1,0,4
mature,1,0,1,0,4
mature,1,0,1,0,4
maturity,1,0,1,0,4
mauritius,0,0,0,0,2
maxim,0,0,0,0,2
maximization,0,0,1,0,2
maximize,1,0,0,0,3
maximum,0,0,1,0,2
may,0,0,0,1,2
may,0,0,0,0,2
maybe,0,0,0,0,2
mayor,0,0,1,1,2
mcgovern,0,0,0,0,2
me,0,0,0,0,2
meager,0,1,0,0,1
meal,0,0,0,0,2
mean,0,0,0,0,2
mean,0,1,0,0,1
mean,0,0,0,0,2
mean,0,0,0,0,2
mean,0,0,0,0,2
mean,0,0,0,0,2
mean,0,0,0,0,2
mean,0,0,0,0,2
meaning,0,0,0,0,2
meaningful,1,0,0,0,3
meaningless,0,1,0,0,1
meant,0,0,0,0,2
meantime,0,0,0,0,2
meanwhile,0,0,0,0,2
measurable,1,0,0,0,3
measure,0,0,0,0,2
measure,0,0,0,0,2
measure,0,0,0,0,2
measure,0,0,1,0,2
measure,0,0,0,0,2
measure,0,0,0,0,2
measure,0,0,0,0,2
measureless,0,0,0,0,2
measurement,0,0,0,0,2
meat,0,0,0,0,2
mechanic,0,0,0,0,2
mechanism,0,0,0,0,2
medal,0,0,0,0,2
meddle,0,1,0,0,1
media,0,0,0,0,2
mediate,1,0,0,0,3
mediation,0,0,0,0,2
mediator,0,0,0,0,2
medical,0,0,0,0,2
medicare,0,0,0,0,2
medicine,0,0,0,0,2
medicine,0,0,0,0,2
medieval,0,0,0,0,2
mediocre,0,1,0,0,1
meditation,1,0,0,0,3
mediterranean,0,0,0,0,2
medium,0,0,0,0,2
meek,0,1,0,0,1
meet,0,0,0,0,2
meet,0,0,0,0,2
meet,0,0,0,0,2
meet,0,0,0,0,2
meet,1,0,0,0,3
melancholy,0,1,0,0,1
mellow,1,0,0,0,3
melodramatic,0,1,0,0,1
melody,1,0,0,0,3
melt,0,0,0,0,2
member,0,0,0,0,2
membership,0,0,0,0,2
memorable,1,0,0,0,3
memory,0,0,0,0,2
memory,0,0,0,0,2
men,0,0,0,0,2
menace,0,1,1,0,0
mend,1,0,0,0,3
menial,0,1,0,0,1
mental,0,0,0,0,2
mentality,0,0,0,0,2
mention,0,0,0,0,2
mention,0,0,0,0,2
mentor,1,0,0,1,4
merchandise,0,0,0,0,2
merchant,0,0,0,0,2
merchantile,0,0,0,0,2
merciful,1,0,0,0,3
merciless,0,1,1,1,0
mercy,1,0,0,0,3
mere,0,0,0,0,2
mere,0,0,0,0,2
merge,0,0,0,0,2
merger,0,0,0,0,2
merit,1,0,0,0,3
merit,1,0,1,0,4
meritorious,1,0,0,0,3
merrily,1,0,0,0,3
merriment,1,0,0,0,3
merry,1,0,0,0,3
mesh,1,0,0,0,3
mess,0,1,0,0,1
mess,0,1,0,0,1
mess,0,0,0,0,2
message,0,0,0,0,2
messenger,0,0,0,0,2
met,0,0,0,0,2
metal,0,0,0,0,2
metaphysical,0,0,0,0,2
metaphysics,0,0,0,0,2
meteor,0,0,0,0,2
meteorite,0,0,0,0,2
meter,0,0,0,0,2
method,0,0,0,0,2
methodical,0,0,1,0,2
meticulous,1,0,0,0,3
metropolis,0,0,0,0,2
metropolitan,0,0,0,0,2
mexican,0,0,0,0,2
mexico,0,0,0,0,2
mice,0,0,0,0,2
michigan,0,0,0,0,2
middle,0,0,0,0,2
middleclass,0,0,0,0,2
midnight,0,0,0,0,2
midst,0,0,0,0,2
might,0,0,0,0,2
might,0,0,1,1,2
mighty,1,0,1,1,4
migration,0,0,0,0,2
mild,1,0,0,0,3
mile,0,0,0,0,2
military,0,0,1,0,2
militia,0,0,1,0,2
milk,0,0,0,0,2
mill,0,0,0,0,2
mill,0,0,0,0,2
mill,0,0,0,0,2
miller,0,0,0,0,2
million,0,0,0,0,2
millionth,0,0,0,0,2
mind,0,0,0,0,2
mind,0,0,0,0,2
mind,0,0,0,0,2
mind,0,0,0,0,2
mind,0,0,0,0,2
mind,0,0,0,0,2
mind,0,0,0,0,2
mind,0,0,0,0,2
mind,0,1,0,0,1
mind,1,0,0,0,3
mind,0,0,0,0,2
mind,0,0,0,0,2
mind,0,0,0,0,2
mind,0,0,0,0,2
mindful,1,0,0,0,3
mine,0,0,0,0,2
mine,0,0,0,0,2
mine,0,1,1,0,0
mine,0,0,0,0,2
miner,0,0,0,0,2
mineral,0,0,0,0,2
mingle,0,0,0,0,2
minimal,0,0,0,0,2
minimize,0,0,1,0,2
minimum,0,0,0,0,2
minister,0,0,1,1,2
minister,0,0,1,1,2
minister,0,0,0,0,2
minister,1,0,0,0,3
ministerial,0,0,0,0,2
ministry,0,0,1,1,2
minnesota,0,0,0,0,2
minor,0,0,0,0,2
minority,0,0,0,0,2
mint,1,0,0,0,3
minus,0,0,0,0,2
minute,0,0,0,0,2
minutemen,0,0,0,0,2
miracle,1,0,0,0,3
miraculous,1,0,0,0,3
mirror,0,0,0,0,2
mirth,1,0,0,0,3
misbehave,0,1,0,0,1
misbehavior,0,1,0,0,1
miscarriage,0,0,0,0,2
mischief,0,1,0,0,1
mischievous,0,1,0,0,1
miser,0,1,0,0,1
miserable,0,1,0,0,1
misery,0,1,0,0,1
misfortune,0,1,0,0,1
misguide,0,0,0,0,2
misguide,0,0,0,0,2
mishandle,0,1,0,0,1
mishap,0,1,0,0,1
misinform,0,1,0,0,1
misinformed,0,1,0,0,1
mislead,0,1,0,0,1
misled,0,0,0,0,2
mismanagement,0,0,0,0,2
misrepresent,0,1,0,0,1
miss,0,1,0,0,1
miss,0,0,0,0,2
miss,0,0,0,0,2
miss,0,0,0,0,2
miss,0,0,0,0,2
missile,0,0,1,0,2
mission,0,0,0,0,2
missionary,0,0,0,0,2
mississippi,0,0,0,0,2
missouri,0,0,0,0,2
mist,0,0,0,0,2
mistake,0,1,0,0,1
mistake,0,1,0,0,1
mistake,0,1,0,0,1
mistaken,0,1,0,0,1
mister,0,0,0,0,2
mistook,0,0,0,0,2
mistreat,0,0,0,0,2
mistreatment,0,0,0,0,2
mistress,0,0,0,0,2
mistrust,0,1,0,0,1
misunderstand,0,1,0,0,1
misunderstanding,0,1,0,0,1
misunderstood,0,1,0,0,1
misuse,0,1,0,0,1
mitigate,0,0,0,0,2
mix,0,0,0,0,2
mix,0,0,0,0,2
mix,0,1,0,0,1
mix,0,0,0,0,2
mix,0,0,0,0,2
mixture,0,0,0,0,2
moan,0,1,0,0,1
mob,0,0,0,0,2
mobile,0,0,1,0,2
mobility,1,0,0,0,3
mobilize,1,0,0,0,3
mock,0,1,0,1,0
mockery,0,1,0,1,0
mode,0,0,0,0,2
moderate,1,0,0,0,3
moderation,1,0,0,0,3
modern,0,0,0,0,2
modern,0,0,0,0,2
modernity,1,0,0,0,3
modernization,0,0,0,0,2
modest,1,0,0,0,3
modesty,1,0,0,0,3
modification,0,0,0,0,2
modify,0,0,1,0,2
moisture,0,0,0,0,2
mold,0,0,0,0,2
mold,0,0,1,0,2
molecular,0,0,0,0,2
molest,0,1,0,0,1
moment,0,0,0,0,2
momentary,0,0,0,0,2
momentous,1,0,0,0,3
momentum,0,0,1,0,2
monarch,0,0,0,0,2
monarchy,0,0,0,0,2
monday,0,0,0,0,2
monetary,0,0,0,0,2
money,0,0,0,0,2
mongolia,0,0,0,0,2
monitor,0,0,1,1,2
monkey,0,0,0,0,2
monopoly,0,0,1,1,2
monotonous,0,1,0,0,1
monotony,0,1,0,0,1
monster,0,1,1,0,0
monstrous,0,1,1,0,0
montana,0,0,0,0,2
month,0,0,0,0,2
month,0,0,0,0,2
month,0,0,0,0,2
monument,0,0,1,0,2
monumental,1,0,0,0,3
mood,0,0,0,0,2
moody,0,1,0,0,1
moon,0,0,0,0,2
moral,1,0,0,0,3
morale,1,0,0,0,3
moralistic,1,0,0,0,3
morality,1,0,0,0,3
more,0,0,1,0,2
moreover,0,0,0,0,2
morning,0,0,0,0,2
morocco,0,0,0,0,2
mortality,0,0,0,0,2
mortar,0,0,0,0,2
mortgage,0,0,0,0,2
mortgage,0,0,0,0,2
mortify,0,1,0,0,1
moscow,0,0,0,0,2
most,0,0,1,0,2
most,0,0,1,0,2
most,0,0,1,0,2
most,0,0,0,0,2
motel,0,0,0,0,2
moth,0,0,0,0,2
mother,0,0,0,0,2
motion,0,0,0,0,2
motionless,0,1,0,0,1
motivate,1,0,0,0,3
motivated,1,0,0,0,3
motivation,1,0,0,0,3
motive,1,0,0,0,3
motley,0,1,0,0,1
motor,0,0,0,0,2
motorist,0,0,0,0,2
mottled,0,0,0,0,2
mound,0,0,0,0,2
mount,0,0,0,0,2
mount,0,0,0,0,2
mountain,0,0,0,0,2
mourn,0,1,0,0,1
mourn,0,1,0,0,1
mourner,0,1,0,0,1
mouse,0,0,0,0,2
mouth,0,0,0,0,2
mouth,0,0,0,0,2
mouth,0,0,0,0,2
mouth,0,0,0,0,2
movable,0,0,0,0,2
move,0,0,1,0,2
move,0,0,1,0,2
move,0,0,1,1,2
move,0,0,1,0,2
move,0,0,0,0,2
movement,0,0,1,0,2
mover,0,0,1,0,2
movie,0,0,0,0,2
mozambique,0,0,0,0,2
mph,0,0,0,0,2
mr,0,0,0,0,2
mrs,0,0,0,0,2
ms,0,0,0,0,2
much,0,0,1,0,2
mud,0,0,0,0,2
muddle,0,1,0,0,1
muddy,0,1,0,0,1
muffle,0,0,0,0,2
muffle,0,0,1,1,2
mule,0,0,0,0,2
multilateralforce,0,0,0,0,2
multiple,0,0,1,0,2
multiplication,0,0,1,0,2
multiply,0,0,1,0,2
multitude,1,0,0,0,3
mumble,0,1,0,0,1
mundane,0,1,0,0,1
municipal,0,0,0,0,2
municipality,0,0,0,0,2
munition,0,0,0,0,2
murder,0,1,1,0,0
murder,0,1,1,0,0
murderer,0,0,0,0,2
murderous,0,1,0,0,1
murky,0,1,0,0,1
murmur,0,0,0,0,2
murmur,0,0,0,0,2
muscle,0,0,1,0,2
muscular,0,0,1,0,2
museum,0,0,0,0,2
music,0,0,0,0,2
musical,0,0,0,0,2
musician,0,0,0,0,2
must,0,0,0,0,2
must,0,0,0,0,2
muster,0,0,1,0,2
mutter,0,1,0,0,1
mutton,0,0,0,0,2
mutual,1,0,0,0,3
mutual,1,0,0,0,3
my,0,0,0,0,2
myriad,1,0,0,0,3
myself,0,0,0,0,2
myself,0,0,0,0,2
myself,0,0,0,0,2
myself,0,1,0,0,1
mysterious,0,0,0,0,2
mystery,0,0,0,0,2
mystic,0,0,0,0,2
mystical,0,0,0,0,2
myth,0,0,0,0,2
nag,0,0,0,0,2
nag,0,1,0,0,1
nail,0,0,0,0,2
nail,0,0,0,0,2
naive,0,1,0,0,1
naked,0,0,0,0,2
name,0,0,0,0,2
name,0,0,0,0,2
name,0,0,0,0,2
name,0,0,0,0,2
name,0,0,0,0,2
name,0,0,0,0,2
narrative,0,0,0,0,2
narrow,0,0,0,0,2
nasty,0,1,0,0,1
nation,0,0,0,0,2
national,0,0,0,0,2
nationalism,0,0,0,0,2
nationalist,0,0,0,0,2
